Validprtprimcattyp|Validprtsubcattyp|Prtid|Locid|Prtlglnm|Prtlocnm|Validloctyp|Phyaddrstr1txt|Phyaddrstr2txt|Phyaddrctynm|PhyAddrStCd|Phyaddrpostcd|Geolattude|Geolngtude|Phone|Fax|Web|Email|Lastupdtdt
ED|SBDC|83310|250250|Texas SBDC ~ Dallas ~ North Texas SBDC ~ Dallas County Community College |Texas SBDC ~  Dallas ~ North Texas Small Business Development Center ~ Tarrant County College|BO|1150 South Fwy.|Ste 229|Fort Worth|TX|76104|||(817) 871-6028||||02/18/2012
ED|SBDC|83310|250251|Texas SBDC ~ Dallas ~ North Texas SBDC ~ Dallas County Community College |Texas SBDC ~  Dallas ~ North Texas Small Business Development Center ~ North Central Texas College|BO|1525 West California| |Gainesville|TX|76240|||(940) 668-4220||||02/18/2012
ED|SBDC|83310|250252|Texas SBDC ~ Dallas ~ North Texas SBDC ~ Dallas County Community College |Texas SBDC ~  Dallas ~ North Texas Small Business Development Center ~Kilgore College ~ Small Business Development Center|BO|911 NW Loop 281,| |Longview|TX|75604|||(903) 757-5857||||02/18/2012
ED|SBDC|83310|250253|Texas SBDC ~ Dallas ~ North Texas SBDC ~ Dallas County Community College |Texas SBDC ~  Dallas ~ North Texas Small Business Development Center ~Northeast Texas College ~ Northeast/Texarkana Small Business Development Center|BO|105 N. Riddle| |Mt. Pleasant|TX|75455|||(903) 434-8237||||02/02/2015
ED|SBDC|83310|250254|Texas SBDC ~ Dallas ~ North Texas SBDC ~ Dallas County Community College |Texas SBDC ~  Dallas ~ North Texas Small Business Development Center ~ Paris Junior College ~ Paris Small Business Development Center|BO|2400 Clarksville Street| |Paris|TX|75460|||(903) 782-0224||||02/18/2012
ED|SBDC|83310|250255|Texas SBDC ~ Dallas ~ North Texas SBDC ~ Dallas County Community College |Texas SBDC ~  Dallas ~ North Texas Small Business Development Center ~ Collin County Community College ~ Collin Small Business Development Center|BO|4800 Preston Park Boulevard| |Plano|TX|75093|||(972) 985-3770||||02/18/2012
ED|SBDC|83310|250256|Texas SBDC ~ Dallas ~ North Texas SBDC ~ Dallas County Community College |Texas SBDC ~  Dallas ~ North Texas Small Business Development Center ~ Tyler Junior College ~ Tyler Small Business Development Center|BO|1530 South SW Loop 323| |Tyler|TX|75701|||(903) 510-2975||||02/18/2012
ED|SBDC|83310|250257|Texas SBDC ~ Dallas ~ North Texas SBDC ~ Dallas County Community College |Texas SBDC ~  Dallas ~ North Texas Small Business Development Center ~ McLennan Community College ~ McLennan Small Business Development Center|BO|1400 College Drive| |Waco|TX|76708|||(254) 299-8141||||02/18/2012
ED|SBDC|83310|250235|Texas SBDC ~ Dallas ~ North Texas SBDC ~ Dallas County Community College |Texas  SBDC ~  Dallas ~ North Texas Small Business Development Center ~ Dallas County Community College|HO|1402 Corinth Street| |Dallas|TX|75215|||(214) 860-5831||www.ntsbdc.org||02/18/2012
ED|SBDC|83310|250235|Texas SBDC ~ Dallas ~ North Texas SBDC ~ Dallas County Community College |Texas  SBDC ~  Dallas ~ North Texas Small Business Development Center ~ Dallas County Community College|HO|1402 Corinth Street| |Dallas|TX|75215|||(800) 350-7232||www.ntsbdc.org||02/18/2012
ED|SBDC|83310|250236|Texas SBDC ~ Dallas ~ North Texas SBDC ~ Dallas County Community College |Texas SBDC ~  Dallas ~ North Texas Small Business Development Center ~ Trinity Valley Community College ~ Trinity Valley Small Business Development Center|BO|201 W Corsicana | .           |Athens|TX|76751|||(903) 675-7403||||02/18/2012
ED|SBDC|83310|250241|Texas SBDC ~ Dallas ~ North Texas SBDC ~ Dallas County Community College |Texas SBDC ~  Dallas ~ North Texas Small Business Development Center ~ Navarro College ~ Navarro Small Business Development Center|BO|3200 W. 7th Ave.| |Corsicana|TX|75110|||(903) 875-7667||||02/18/2012
ED|SBDC|83310|250242|Texas SBDC ~ Dallas ~ North Texas SBDC ~ Dallas County Community College |Texas SBDC ~  Dallas ~ North Texas Small Business Development Center ~ Dallas County Community College ~ Center for Government Contracting Small Business Development Center|BO|1402 Corinth Street| |Dallas|TX|75215|||214-860-5889||||02/18/2012
ED|SBDC|83310|250243|Texas SBDC ~ Dallas ~ North Texas SBDC ~ Dallas County Community College |Texas SBDC ~  Dallas ~ North Texas Small Business Development Center ~ Dallas County Community College ~ Dallas Small Business Development Center|BO|1402 Corinth Street| |Dallas|TX|75215|||(214) 860-5865||||02/18/2012
ED|SBDC|83310|250246|Texas SBDC ~ Dallas ~ North Texas SBDC ~ Dallas County Community College |Texas SBDC ~  Dallas ~ North Texas Small Business Development Center ~ Grayson County College ~ Grayson Small Business Development Center|BO|6101 Grayson Drive| |Denison|TX|75020|||(903) 463-8787||||02/18/2012
ED|SBDC|83281|437035|Indiana Small Business Development Center ~ Indiana Economic Development Corp.|Northwest Indiana SBDC|BO|9800 Connecticut Drive| |Crown Point|IN|46307|||219-644-3513||http://www.isbdc.org/||10/28/2016
ED|SBDC|83281|437037|Indiana Small Business Development Center ~ Indiana Economic Development Corp.|Hoosier Heartland SBDC|BO|1400 W. State St.,|Suite J|West Lafayette|IN|47906|||866-961-7232||http://www.isbdc.org||10/28/2016
ED|SBDC|83281|323591|Indiana Small Business Development Center ~ Indiana Economic Development Corp.|Central Indiana SBDC|BO|Indy Chamber|111 Monument Circle, Ste 1950|Indianapolis|IN|46204|||317-233-7232||http://www.isbdc.org||10/28/2016
ED|SBDC|83281|249703|Indiana Small Business Development Center ~ Indiana Economic Development Corp.|Southeast Indiana SBDC|BO|303 Scribner Dr.|Ste. 202|New Albany|IN|47150|||812-952-9765||http://www.isbdc.org/||03/27/2017
ED|SBDC|83281|249707|Indiana Small Business Development Center ~ Indiana Economic Development Corp.|East Central Indiana SBDC|BO|1208 W. White River Blvd.|Ste. 129|Muncie|IN|47303|||765-282-9950||http://www.isbdc.org/||10/28/2016
ED|SBDC|83281|249708|Indiana Small Business Development Center ~ Indiana Economic Development Corp.|North Central Indiana SBDC|BO|Judd Leighton School of Business IUSB|1700 W. Mishawaka Ave.|South Bend|IN|46615|||574-520-4126||http://www.isbdc.org/||10/28/2016
ED|SBDC|83281|249709|Indiana Small Business Development Center ~ Indiana Economic Development Corp.|West Central Indiana SBDC|BO|ISU Scott College of Business, Room 510|30 N. 7th St.|Terre Haute|IN|47809|||800-227-7232||http://www.isbdc.org/||10/28/2016
ED|SBDC|83281|249696|Indiana Small Business Development Center ~ Indiana Economic Development Corp.|Indiana SBDC Lead Center|HO|One North Capitol|Suite 700|Indianapolis|IN|46204|||317-771-7762||http://www.isbdc.org/||03/27/2017
ED|SBDC|83281|249697|Indiana Small Business Development Center ~ Indiana Economic Development Corp.|South Central SBDC|BO|Indiana Center for Life Sciences|501 N. Profile Parkway|Bloomington|IN|47404|||812-345-9395||http://www.isbdc.org/Locations/south-central-isbdc||10/28/2016
ED|SBDC|83281|249699|Indiana Small Business Development Center ~ Indiana Economic Development Corp.|Southwest Indiana SBDC|BO|318 Main Street| Suite 401|Evansville|IN|47708|||812-425-7232||http://www.isbdc.org/||10/28/2016
ED|SBDC|83281|249700|Indiana Small Business Development Center ~ Indiana Economic Development Corp.|Northeast Indiana SBDC|BO|4312 Hobson Rd.|Ste. B|Fort Wayne|IN|46815|||(260) 481-0500||http://www.isbdc.org/||10/28/2016
ED|SBDC|242563|437843| Virginia Small Business Development Center ~ George Mason University|Mason SBDC|BO|4031 University Drive|Ste. 100|Fairfax|VA|22030-3049|||||||11/07/2016
ED|SBDC|242563|436934| Virginia Small Business Development Center ~ George Mason University|Hampton Roads SBDC|BO|500 E Main Street, Suite 700| |Norfolk|VA|23320|||757-664-2595||||11/07/2016
ED|SBDC|242563|436935| Virginia Small Business Development Center ~ George Mason University|Longwood SBDC - Danville|BO|1008 South Main Street| |Danville|VA|24541|||434-791-9100||||11/07/2016
ED|SBDC|242563|436936| Virginia Small Business Development Center ~ George Mason University|Longwood SBDC ~ Farmville|BO|515 Main Street|Longwood University|Farmville|VA|23909-1898|||434-395-2086||||11/07/2016
ED|SBDC|242563|436937| Virginia Small Business Development Center ~ George Mason University|University of Mary Washington SBDC - Fredericksburg|BO|1125 Jefferson Davis Hwy., Suite 400| |Fredericksburg|VA|22406|||540-286-8060||||11/07/2016
ED|SBDC|242563|436938| Virginia Small Business Development Center ~ George Mason University|Hampton Roads SBDC|BO|600 Butler Farm Road|Suite A, Rm 1105|Hampton|VA|23666-1564|||757-865-3128||||11/07/2016
ED|SBDC|242563|436939| Virginia Small Business Development Center ~ George Mason University|Shenandoah Valley SBDC|BO|127 West Bruce Street|MSC 5502|Harrisonburg|VA|22801|||540-568-3227||||11/07/2016
ED|SBDC|242563|436940| Virginia Small Business Development Center ~ George Mason University|SBDC at Central Virginia Community College|BO|3506 Wards Road|Merritt Hall|Lynchburg|VA|24502|||434-582-6170|||sbdcdir@lbdc.com|11/07/2016
ED|SBDC|242563|436941| Virginia Small Business Development Center ~ George Mason University|Longwood SBDC ~ Martinsville|BO|191 Fayette Street| |Martinsville|VA|24114-0709|||276-403-5609||||07/14/2017
ED|SBDC|242563|436942| Virginia Small Business Development Center ~ George Mason University|Hampton Roads SBDC ~ Eastern Shore|BO|19056 Parkway| |Melfa|VA|23410-0133|||757-789-3418|||sbdc@esva.net|11/07/2016
ED|SBDC|242563|436943| Virginia Small Business Development Center ~ George Mason University|Lord Fairfax SBDC - Middletown|BO|173 Skirmisher Lane| |Middletown|VA|22645|||540-868-7093||||11/07/2016
ED|SBDC|242563|436944| Virginia Small Business Development Center ~ George Mason University|Crater SBDC of Longwood University|BO|1964 Wakefield Street|P.O. Box 1808|Petersburg|VA|23805-0808|||804-518-2003||||11/07/2016
ED|SBDC|242563|436945| Virginia Small Business Development Center ~ George Mason University|Roanoke Regional SBDC - Radford |BO|212 S. Jefferson Street||Roanoke|VA|24141|||540-831-6056||||11/07/2016
ED|SBDC|242563|436946| Virginia Small Business Development Center ~ George Mason University|Southwest Virginia SBDC|BO|P.O. Box SVCC|Route 19|Richlands|VA|24641-1101|||276-964-7345||||11/07/2016
ED|SBDC|242563|436947| Virginia Small Business Development Center ~ George Mason University|Greater Richmond SBDC|BO|919 East Main Street|Suite 1700|Richmond|VA|23219|||804-783-9314||||11/07/2016
ED|SBDC|242563|436948| Virginia Small Business Development Center ~ George Mason University|Roanoke Regional SBDC|BO|212 S. Jefferson Street| |Roanoke|VA|24011-1702|||540-983-0717||||11/07/2016
ED|SBDC|242563|436949| Virginia Small Business Development Center ~ George Mason University|Longwood SBDC ~ South Boston |BO|820 Bruce Street| |South Boston|VA|24592|||434-572-5484||||11/07/2016
ED|SBDC|242563|436950| Virginia Small Business Development Center ~ George Mason University|SBDC at Community Business Partnership|BO|6564 Loisdale Road|Suite 600|Springfield|VA|22150|||703-768-1440||||11/07/2016
ED|SBDC|242563|436951| Virginia Small Business Development Center ~ George Mason University|SBDC at MEC-Leesburg|BO|202 Church Street SE, Suite 100||Leesburg|VA|20175|||703-430-7222||||11/07/2016
ED|SBDC|242563|436953| Virginia Small Business Development Center ~ George Mason University|Lord Fairfax SBDC at Fauquier|BO|4137 Weeks Drive| |Warrenton|VA|20187|||540-351-1595||||11/07/2016
ED|SBDC|242563|436954| Virginia Small Business Development Center ~ George Mason University|University of Mary Washington SBDC - Warsaw|BO|479 Main Street|P.O. Box 490|Warsaw|VA|22572-0490|||804-333-0286||||11/07/2016
ED|SBDC|242563|436955| Virginia Small Business Development Center ~ George Mason University|Williamsburg SBDC of Hampton Roads|BO|4345 New Town Avenue|Suite 200|Williamsburg|VA|23188|||757-253-5640||||11/07/2016
ED|SBDC|242563|436920| Virginia Small Business Development Center ~ George Mason University|Virginia SBDC ~ George Mason University |HO|4031 University Drive|Suite 100|Fairfax|VA|22030-3409|||703-277-7703||||11/07/2016
ED|SBDC|242563|436921| Virginia Small Business Development Center ~ George Mason University|Virginia Highlands SBDC|BO|100 VCHH Drive||Abingdon|VA|24210|||276-492-2066||||11/07/2016
ED|SBDC|242563|436922| Virginia Small Business Development Center ~ George Mason University|Alexandria SBDC|BO|625 N Washington Street, Suite 400||Alexandria|VA|22314|||703-778-1292||||11/07/2016
ED|SBDC|242563|436924| Virginia Small Business Development Center ~ George Mason University|Blue Ridge Crossroads SBDC|BO|117 East Stuart Drive| |Galax|VA|24333|||276-783-1777||||11/07/2016
ED|SBDC|242563|436925| Virginia Small Business Development Center ~ George Mason University|Mountain Empire SBDC|BO|3441 Mountain Empire Road| |Big Stone Gap|VA|24219-4634|||276-523-6529||||11/07/2016
ED|SBDC|242563|436926| Virginia Small Business Development Center ~ George Mason University|Central Virginia SBDC ~ Charlottesville |BO|2211 Hydraulic Road, Suite 107||Charlottesville|VA|22901|||434-295-8198|||sbdc@cstone.net|11/07/2016
ED|SBDC|242563|502648| Virginia Small Business Development Center ~ George Mason University|Chesapeake SBDC of Hampton Roads|BO|676 Independence Parkway|Suite 200|Chesapeake|VA|23320|||757-382-8040||||08/18/2014
ED|SBDC|242563|487114| Virginia Small Business Development Center ~ George Mason University|Lord Fairfax SBDC at Culpeper|BO|803 S. Main Street||Culpeper|VA|22701|||540-727-0638||http://virginiasbdc.org||11/07/2016
ED|SBDC|242661|437221|California SBDC~ Sacramento ~ Northeastern CA SBDC~California State University, Chico |California  SBDC ~ Sacramento ~ Northeastern California SBDC Lead Center ~ CSU Chico|HO|35 Main Street, Room 203| |Chico|CA|95929-0765|||||||12/16/2014
ED|SBDC|242661|437235|California SBDC~ Sacramento ~ Northeastern CA SBDC~California State University, Chico |California SBDC ~ Sacramento ~ Northeastern California SBDC at Butte College|BO|2480 Notre Dame Blvd| |Chico|CA|95928|||||||12/16/2014
ED|SBDC|242661|437236|California SBDC~ Sacramento ~ Northeastern CA SBDC~California State University, Chico |NEC SBDC - Shasta Cascade|BO|2985 Innsbruck Drive, Suite B| |Redding|CA|96003|||530-222-8323||||12/11/2014
ED|SBDC|242661|437238|California SBDC~ Sacramento ~ Northeastern CA SBDC~California State University, Chico |California SBDC ~ Sacramento ~ Northeastern California SBDC at San Joaquin Delta College|BO|56 South Lincoln Street, 2nd Floor| |Stockton|CA|95203|||||||02/11/2012
ED|SBDC|242661|507332|California SBDC~ Sacramento ~ Northeastern CA SBDC~California State University, Chico |NEC SBDC at SCEDC|BO|1512 S. Oregon Street||Yreka|CA|96097|||530-842-1638||||09/16/2016
ED|SBDC|242661|504447|California SBDC~ Sacramento ~ Northeastern CA SBDC~California State University, Chico |NEC SBDC Capital Region|BO|One Capitol Mall Suite 300||Sacramento|CA|95814|||916-319-4268||||12/11/2014
ED|SBDC|242661|504448|California SBDC~ Sacramento ~ Northeastern CA SBDC~California State University, Chico |NEC SBDC at Sierra Business Council|BO|10183 Truckee Airport Rd., Ste. 202||Truckee|CA|96161|||530-582-5022||||12/11/2014
ED|SBDC|83282|249710|Kansas Small Business Development Center ~ Fort Hays State University |Kansas Small Business Development Center ~ Lead Center / Fort Hays State University|HO|214 S.W. 6th St., Suite 301| |Topeka|KS|66603-3719|||||||05/23/2011
ED|SBDC|83282|249711|Kansas Small Business Development Center ~ Fort Hays State University |Kansas Small Business Development ~ Emporia State University|BO|1 Kellogg Circle| Cremer Hall, Rm 130, Campus Box 4046|Emporia|KS|66801|||||||01/26/2017
ED|SBDC|83282|249712|Kansas Small Business Development Center ~ Fort Hays State University |Seward County Community College|BO|2215 N. Kansas Avenue| |Liberal|KS|67905-1137|||||||02/01/2017
ED|SBDC|83282|249713|Kansas Small Business Development Center ~ Fort Hays State University |Kansas Small Business Development ~ Fort Hays State University|BO|110 Custer Hall, 600 Park St.| |Hays|KS|67601-3602|||||||01/26/2017
ED|SBDC|83282|249714|Kansas Small Business Development Center ~ Fort Hays State University |Kansas Small Business Development ~ University of Kansas|BO|718 New Hampshire| |Lawrence|KS|66044|||785-843-8844||||02/01/2017
ED|SBDC|83282|249716|Kansas Small Business Development Center ~ Fort Hays State University |Kansas Small Business Development ~ Johnson County Community College|BO|12345 College Blvd.|Regnier Center, Room 240|Overland Park|KS|66210-1299|||||||05/23/2011
ED|SBDC|83282|249717|Kansas Small Business Development Center ~ Fort Hays State University |Kansas Small Business Development ~ Pittsburg State University|BO|1501 S. Joplin|Shirk Hall|Pittsburg|KS|66762-7560|||||||05/23/2011
ED|SBDC|83282|249719|Kansas Small Business Development Center ~ Fort Hays State University |Kansas Small Business Development ~ Washburn University|BO|120 SE 6th Street, Suite 100| |Topeka|KS|66603-3515|||||||05/23/2011
ED|SBDC|83282|249720|Kansas Small Business Development Center ~ Fort Hays State University |Kansas Small Business Development ~ Wichita State University|BO|1845 Fairmount, Campus Box 148| |Wichita|KS|67260-0148|||||||05/23/2011
ED|SBDC|83288|437063|Michigan Small Business Development Center ~ Grand Valley State University|Michigan Small Business Development Center ~ Shiawassee Regional Chamber of Commerce|BO|215 North Water Street||Owosso|MI|48867|||517-545-3522||||05/02/2017
ED|SBDC|83288|323609|Michigan Small Business Development Center ~ Grand Valley State University|Michigan Small Business Development Center ~ Kettering University |BO|1700 University Avenue||Flint|MI|48504|||(810) 767-6494||||05/02/2017
ED|SBDC|83288|323611|Michigan Small Business Development Center ~ Grand Valley State University|Michigan Small Business Development Center ~ Mid Michigan Community College |BO|2600 S. Summerton Road| |Mt. Pleasant|MI|48858|||989 386 6630||||05/02/2017
ED|SBDC|83288|249879|Michigan Small Business Development Center ~ Grand Valley State University|Michigan Small Business Development Center ~ Delta College|BO|1961 Delta Road| |University Center|MI|48710|||||||05/02/2017
ED|SBDC|83288|249882|Michigan Small Business Development Center ~ Grand Valley State University|Michigan Small Business  Development Center ~ Washtenaw Community College|BO|4800 E. Huron River Drive|121 Plant Facilities Bldg|Ann Arbor|MI|48105|||||||05/02/2017
ED|SBDC|83288|249827|Michigan Small Business Development Center ~ Grand Valley State University|Michigan Small Business  Development Center ~ Grand Valley State University|BO|50 Front Avenue SW, Suite 1081||Grand Rapids|MI|49504|||||||05/02/2017
ED|SBDC|83288|249840|Michigan Small Business Development Center ~ Grand Valley State University|Michigan Small Business Development Center ~ Western Michigan University|BO|Haworth College of Business|3110 Schneider Hall|Kalamazoo|MI|49008|||||||05/02/2017
ED|SBDC|83288|249841|Michigan Small Business Development Center ~ Grand Valley State University|Michigan Small Business Development Center ~ Lansing Community College SBDC|BO|309 N. Washington Square|Suite 115|Lansing|MI|48933-7210|||||||05/02/2017
ED|SBDC|83288|249844|Michigan Small Business Development Center ~ Grand Valley State University|Michigan Small Business Development Center ~ Schoolcraft College |BO|18600 Haggerty Road| |Livonia|MI|48152-2696|||||||05/02/2017
ED|SBDC|83288|249877|Michigan Small Business Development Center ~ Grand Valley State University|Michigan Small Business Development Center ~ Northwest Michigan Council of Governments|BO|1209 South Garfield Ave| |Traverse City|MI|49685-0506|||||||05/02/2017
ED|SBDC|83288|249794|Michigan Small Business Development Center ~ Grand Valley State University|Michigan Small Business Development Center ~ Grand Valley State University|HO|50 Front Avenue SW #1020| |Grand Rapids|MI|49504|||616.331.7480||http://sbdcmichigan.org/||05/02/2017
ED|SBDC|83288|249800|Michigan Small Business Development Center ~ Grand Valley State University|Michigan Small Business Development Center ~ Michigan Works! Alpena |BO|2950 College Avenue||Escanaba|MI|49829|||||||05/02/2017
ED|SBDC|83288|249819|Michigan Small Business Development Center ~ Grand Valley State University|Michigan Small Business  Development Center ~ Eastern Michigan University|BO|500 Griswold Street|Guardian Building, 28th Floor|Detroit|MI|48226|||||||05/02/2017
ED|SBDC|83288|249821|Michigan Small Business Development Center ~ Grand Valley State University|Michigan Small Business Development Center ~ Michigan Works! Escanaba|BO|2950 College Avenue| |Escanaba|MI|49829|||||||05/02/2017
ED|SBDC|242669|450216|California SBDC ~ Los Angeles ~ Los Angeles Regional SBDC ~Long Beach Community College|California SBDC ~ Los Angeles ~ Los Angeles Regional SBDC ~ Pacific Coast Regional (PCR)|BO|3255 Wilshire Blvd., Suite 1501| |Los Angeles|CA|90010|||213-674-2696||www.pcrsbdc.org||02/11/2012
ED|SBDC|242669|437772|California SBDC ~ Los Angeles ~ Los Angeles Regional SBDC ~Long Beach Community College|California SBDC~ Long Beach City College~Center for International Trade and Development|BO|4900 E. Conant Street Building O-2, Suite 108| |Long Beach|CA|90808|||562-938-5100||||05/22/2014
ED|SBDC|242669|437251|California SBDC ~ Los Angeles ~ Los Angeles Regional SBDC ~Long Beach Community College|California SBDC ~ Los Angeles ~ Los Angeles SBDC ~ Long Beach Community College District|HO|4900 E. Conant Street Building O-2, Suite 108|Office of Economic Development|Long Beach|CA|90808|||562-938-5020||www.smallbizla.org|thiatt@lbcc.edu|07/26/2016
ED|SBDC|242669|437253|California SBDC ~ Los Angeles ~ Los Angeles Regional SBDC ~Long Beach Community College|California SBDC ~ Los Angeles ~ Los Angeles Regional SBDC ~ College of the Canyons|BO|26455 Rockwell Canyon Road,| |Santa Clarita|CA|91355|||661-362-5900||www.sbdc4biz.org||02/11/2012
ED|SBDC|242669|437256|California SBDC ~ Los Angeles ~ Los Angeles Regional SBDC ~Long Beach Community College|California SBDC ~ Los Angeles ~ Los Angeles Regional SBDC ~ El Camino College SBDc|BO|13430 Hawthorne Blvd.| |Hawthorne|CA|90250|||310-973-3177||www.southbaysbdc.org||02/11/2012
ED|SBDC|242669|477384|California SBDC ~ Los Angeles ~ Los Angeles Regional SBDC ~Long Beach Community College|California SBDC ~ Los Angeles ~ Los Angeles Regional SBDC ~ Economic Development Collaborative|BO|1601 Carmen Drive, Suite 215| |Camarillo|CA|93010|||805-384-1800||www.edcsbdc.org||02/11/2012
ED|SBDC|242669|496862|California SBDC ~ Los Angeles ~ Los Angeles Regional SBDC ~Long Beach Community College|Los Angeles Chamber of Commerce|BO|LA Chamber of Commerce SBDC|350 S. Bixel St.|Los Angeles|CA|90017|||213-580-7584||||11/21/2013
ED|SBDC|242669|500204|California SBDC ~ Los Angeles ~ Los Angeles Regional SBDC ~Long Beach Community College|University of La Verne SBDC|BO|University of La Verne SBDC|2180 3rd Street|La Verne|CA|91750|||||||07/26/2016
ED|SBDC|242669|500266|California SBDC ~ Los Angeles ~ Los Angeles Regional SBDC ~Long Beach Community College|Pasadena City College SBDC|BO|Pasadena City College|3035 E. Foothill Blvd., Room 122|Pasadena|CA|91107|||626-585-7123||||05/22/2014
ED|SBDC|83303|250131|Oregon Small Business Development Center ~ Lane Community College|Oregon Small Business Development Center ~ Lane Community College SBDC|HO|1445 Willamette Street suite #5|suite #5|Eugene|OR|97401|||||||07/31/2017
ED|SBDC|83303|250132|Oregon Small Business Development Center ~ Lane Community College|Oregon Small Business Development Center ~Linn-Benton Community College SBDC|BO|6500 SW Pacific Boulevard SW| Willamette Hall, WH-120|Albany|OR|97321|||||||07/31/2017
ED|SBDC|83303|250133|Oregon Small Business Development Center ~ Lane Community College|Oregon Small Business Development Center ~ Central Oregon Community College SBDC|BO|2600 NW College Way| |Bend|OR|97701|||||||05/24/2011
ED|SBDC|83303|250134|Oregon Small Business Development Center ~ Lane Community College|Oregon Small Business Development Center ~ Southwestern Oregon Community College SBDC|BO|1988 Newmark #211| |Coos Bay|OR|97420|||||||04/06/2017
ED|SBDC|83303|250135|Oregon Small Business Development Center ~ Lane Community College|Oregon Small Business Development Center ~ Lane Community College SBDC|BO|101 E 10th Ave Suite #304||Eugene|OR|97401|||||http://www.bizcenter.org||04/01/2013
ED|SBDC|83303|250136|Oregon Small Business Development Center ~ Lane Community College|Oregon Small Business Development Center ~ Rogue Community College SBDC|BO|214 SW Fourth Street| |Grants Pass|OR|97526|||||||05/24/2011
ED|SBDC|83303|250137|Oregon Small Business Development Center ~ Lane Community College|Oregon Small Business Development Center ~ Mount Hood Community College SBDC|BO|484 SE 187th Ave| |Portland|OR|97233|||||||06/20/2017
ED|SBDC|83303|250138|Oregon Small Business Development Center ~ Lane Community College|Oregon Small Business Development Center ~ Klamath Community College SBDC|BO|803 Main Street #204||Klamath Falls|OR|97601|||||http://www.bizcenter.org||08/02/2016
